,summary,Impacts,Hazard,Mitigation,Causes,Adaptation,word
droh+n+en+angriff öl+terminal,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,droh+n+en+angriff öl+terminal
öl+terminal russisch+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,öl+terminal russisch+en
Tuapse,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Tuapse
russisch+en tu+ap+se,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,russisch+en tu+ap+se
langfristige,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,langfristige
tu+ap+se langfristig+e,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,tu+ap+se langfristig+e
Auswirkungen,5.6362874904282885,-0.06807235604783406,0.061857768731303914,0.06296766195245294,-0.046386839466581536,0.07590850665728545,Auswirkungen
langfristig+e auswirkung+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,langfristig+e auswirkung+en
Neben,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Neben
direkten,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,direkten
neben direkt+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,neben direkt+en
Schäden,5.282301382045928,0.03790515184628273,-0.11329770371670617,0.09640759369836335,-0.018094580064252387,0.10918165401312944,Schäden
direkt+en schaden,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,direkt+en schaden
Seeleuten,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Seeleuten
schaden see+leute+n,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,schaden see+leute+n
see+leute+n und…,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,see+leute+n und…
+27133,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+27133
und… +27133,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,und… +27133
+27133 chars,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+27133 chars
15:37,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,15:37
+++ 15:37,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+++ 15:37
15:37 experte+n,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,15:37 experte+n
Trump-Treffen,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Trump-Treffen
experte+n trump-treffe+n,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,experte+n trump-treffe+n
Orban,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Orban
trump-treffe+n orban,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,trump-treffe+n orban
zielt,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,zielt
orban ziel+t,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,orban ziel+t
US-Billigung,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,US-Billigung
ziel+t us+-+billigung,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,ziel+t us+-+billigung
Import,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Import
us+-+billigung import,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,us+-+billigung import
import russisch+er,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,import russisch+er
Energie,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Energie
russisch+er energie,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,russisch+er energie
energie +++,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,energie +++
Dass,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Dass
Ungarn,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Ungarn
dass ungarn,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,dass ungarn
näherer,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,näherer
ungarn nah+er+er,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,ungarn nah+er+er
Zukunft,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Zukunft
nah+er+er zukunft,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,nah+er+er zukunft
zukunft russisch+em,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,zukunft russisch+em
Gas,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Gas
russisch+em gas,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,russisch+em gas
abwendet,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,abwendet
gas ab+wend+et,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,gas ab+wend+et
Einschätzung,2.5468675084839933,-0.18206093812680813,0.21810978238833267,0.10021072643509654,-0.1675925664652215,0.105277019563571,Einschätzung
ab+wend+et einschätzung,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,ab+wend+et einschätzung
mehrerer,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,mehrerer
einschätzung mehrere+r,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,einschätzung mehrere+r
mehrere+r experte+n,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,mehrere+r experte+n
experte+n erwart+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,experte+n erwart+en
Trotz,10.575346300784402,0.01118570810822573,-0.06176137865299271,0.039788315924133594,0.01630145168912616,0.05468851965816127,Trotz
zunehmenden,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,zunehmenden
trotz zu+nehm+end+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,trotz zu+nehm+end+en
Drucks,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Drucks
zu+nehm+end+en druck+s,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,zu+nehm+end+en druck+s
USA,13.30748369002636,0.07846091602219117,-0.09338326548978548,-0.008065281688014451,-0.009606036833009129,0.007125160025714253,USA
druck+s usa,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,druck+s usa
scheint,29.546464132539555,0.03419909412913528,-0.010374147385953507,-0.06507972494234565,0.009704983508293071,-0.0493118540862176,scheint
usa schein+t,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,usa schein+t
Reg…,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Reg…
schein+t reg…,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,schein+t reg…
+18393,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+18393
reg… +18393,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,reg… +18393
+18393 char+s,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+18393 char+s
14:56,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,14:56
+++ 14:56,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+++ 14:56
14:56 ukraine,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,14:56 ukraine
meldet,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,meldet
ukraine meld+et,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,ukraine meld+et
massiven,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,massiven
meld+et massiv+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,meld+et massiv+en
massiv+en luft+angriff,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,massiv+en luft+angriff
Tschernihiw,2.3081382642305175,0.03686596474636688,-0.159153718662773,0.19863364905983763,-0.06916964384048029,0.2036999421883122,Tschernihiw
luft+angriff tschernihiw,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,luft+angriff tschernihiw
tschernihiw +++,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,tschernihiw +++
+++ +++,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+++ +++
der russisch+e,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,der russisch+e
russisch+e armee,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,russisch+e armee
armee region,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,armee region
region tschernihiw,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,region tschernihiw
tschernihiw ballistisch+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,tschernihiw ballistisch+en
teilen,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,teilen
der teil+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,der teil+en
Vertreter,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Vertreter
teil+en vertreter,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,teil+en vertreter
Regionalverwaltung,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Regionalverwaltung
vertreter regionalverwaltung,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,vertreter regionalverwaltung
nordukrainischen,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,nordukrainischen
Städten,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Städten
norden+ukrainisch+en stadt+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,norden+ukrainisch+en stadt+en
Nowhorod-Siwerskyj,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Nowhorod-Siwerskyj
stadt+en nowhorod-siwerskyj,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,stadt+en nowhorod-siwerskyj
+16974,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+16974
nowhorod-siwerskyj +16974,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,nowhorod-siwerskyj +16974
+16974 chars,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+16974 chars
12:58,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,12:58
+++ 12:58,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+++ 12:58
12:58 russland,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,12:58 russland
landet,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,landet
ukraine land+et,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,ukraine land+et
Treffer,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Treffer
land+et treffer,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,land+et treffer
Militärhauptquartier,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Militärhauptquartier
treffer militär+haupt+quartier,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,treffer militär+haupt+quartier
Belgorod,2.3081382642305175,0.03686596474636688,-0.159153718662773,0.19863364905983763,-0.06916964384048029,0.2036999421883122,Belgorod
militär+haupt+quartier belgorod,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,militär+haupt+quartier belgorod
belgorod +++,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,belgorod +++
vergangenen,11.024560833928996,-0.05286640174595554,0.10155048032450367,-0.02121419228934413,-0.04712904146074292,-0.006350537735733855,vergangenen
vergeh+en+en stunde+n,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,vergeh+en+en stunde+n
beschossen,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,beschossen
stunde+n beschieß+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,stunde+n beschieß+en
beschieß+en ukrainisch+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,beschieß+en ukrainisch+en
ukrainisch+en streit+kraft+e,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,ukrainisch+en streit+kraft+e
streit+kraft+e russisch+e,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,streit+kraft+e russisch+e
russisch+e region,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,russisch+e region
region belgorod,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,region belgorod
belgorod droh+n+en,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,belgorod droh+n+en
der bericht+et,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,der bericht+et
staatliche,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,staatliche
bericht+et staatlich+e,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,bericht+et staatlich+e
staatlich+e nachricht+en+agentur,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,staatlich+e nachricht+en+agentur
Tass,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Tass
nachricht+en+agentur tas+s,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,nachricht+en+agentur tas+s
Zweimal,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Zweimal
Kleinstadt,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,Kleinstadt
zweimal kleinstadt,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,zweimal kleinstadt
+14265,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+14265
kleinstadt +14265,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,kleinstadt +14265
+14265 chars,2.2200700780740954,-0.04473552422419453,-0.12025122738490074,0.23753614033771003,-0.03026715256260788,0.24260243346618449,+14265 chars
wetter regen+schirm,10.191629245410986,-0.0346207643812847,0.023963106514871307,0.023265305000766703,-0.006957437917744273,0.03806178545064482,wetter regen+schirm
Sonne-Comeback,15.96659833198085,0.020740274874055702,-0.05535670332545517,0.004878490232970827,0.025350912402484757,0.020295510814948736,Sonne-Comeback
regen+schirm sonne+-+comeback,15.96659833198085,0.020740274874055702,-0.05535670332545517,0.004878490232970827,0.025350912402484757,0.020295510814948736,regen+schirm sonne+-+comeback
sonne+-+comeback nebel,30.386807641846097,0.04565524209287877,-0.046453096928156065,-0.05275711556015701,0.025660687882580843,-0.03697383930770963,sonne+-+comeback nebel
nebel wetter,50.8336202178377,-0.00999580753285821,0.13215738675041372,-0.15630943190101151,-0.043670845283213355,-0.1404160033763225,nebel wetter
wetter hier,6.658337533911424,-0.05588641067232716,0.006099797380819728,0.077615466698778,-0.003587836842761355,0.09136333859803693,wetter hier
sie regen+schirm,6.310374608793231,-0.032826240109502865,-0.063804685681191,0.10627793921538353,0.021336304875576365,0.1199286229777689,sie regen+schirm
Allerseelen,12.67560017987943,-0.006220903870542391,-0.015670465396014188,0.014252321251135552,0.00962414917581024,0.029406075890674163,Allerseelen
wer all+er+seele+n,10.033652244251758,-0.018760419716039714,-0.018158049120392115,0.03908812971160941,0.008890929444942,0.053885017353842435,wer all+er+seele+n
Spaziergang,8.708755420391707,-0.1152194510198593,0.17724785758844128,-0.018463045015101057,-0.07501524164334504,-0.0041464590976869435,Spaziergang
all+er+seele+n spazier+gang,7.9572707386685835,-0.02497663028599526,-0.04064800264964242,0.07177977571876301,0.015227579090518967,0.08609636163617722,all+er+seele+n spazier+gang
etwa,12.920119297750572,0.007047645328797903,-0.047986119883283676,0.0228069338315731,0.02142152999241837,0.03799918769477772,etwa
spazier+gang etwa,7.510981520008031,-0.0265124385289112,-0.047023009090369924,0.08039661216219576,0.017010441657862547,0.09456772922468765,spazier+gang etwa
etwa friedhof,7.249413045088954,-0.028978974596809617,-0.04704010945997837,0.08453067245710234,0.01671093764212944,0.09860250899614889,etwa friedhof
plant,7.0548360876762235,-0.035421437485168336,-0.035144241510458585,0.08401719885486572,0.012221325441534477,0.09799663850982138,plant
friedhof plan+t,7.0548360876762235,-0.035421437485168336,-0.035144241510458585,0.08401719885486572,0.012221325441534477,0.09799663850982138,friedhof plan+t
wappnen,6.781074815999003,-0.056323798368923476,0.010489786131126258,0.07394297079838202,-0.005099196683182803,0.08774567509565381,wappnen
plan+t wappn+en,6.781074815999003,-0.056323798368923476,0.010489786131126258,0.07394297079838202,-0.005099196683182803,0.08774567509565381,plan+t wappn+en
wappn+en nach,6.704700979251705,-0.06976702165696116,0.0407257756994328,0.0649998747026786,-0.017048016475007626,0.07872604934377331,wappn+en nach
regnet,12.407976276995528,-0.021806244749927102,0.020631877553459313,0.0040981486081681055,-0.004261176975070862,0.019205825294269056,regnet
dwd regn+et,4.335013528793603,-0.11103920346307293,0.051214558419720016,0.11898071728707704,-0.025902637414669076,0.13064518151797433,dwd regn+et
regn+et süden,4.134648880434971,-0.09573049942651721,0.004673805343346274,0.14134054794298656,-0.008135168218822854,0.15281847939950668,regn+et süden
Südosten,8.370681144324639,-0.028303049541990585,-0.02313155188623477,0.06048453508268238,0.009308738517622636,0.07490928273466463,Südosten
süden süd+osten,4.071197308363202,-0.09271969296049548,-0.006336293807952838,0.14712013105182703,-0.004156657118051242,0.1585235557879297,süden süd+osten
Baden-Württembergs,8.974256814136268,-0.0378821303149008,0.012484809970699087,0.040966251325407994,-0.0034883732779323207,0.055518681284826614,Baden-Württembergs
süd+osten baden-württemberg+s,4.020809845719447,-0.09083114003027881,-0.014011122153939367,0.1513688795737167,-0.0014422134942652417,0.1627082335014666,süd+osten baden-württemberg+s
teils…,3.920585894104016,-0.08818197674275173,-0.02689126262677655,0.15910074195051574,0.0029885994218424084,0.1703003793686573,teils…
baden-württemberg+s teils…,3.920585894104016,-0.08818197674275173,-0.02689126262677655,0.15910074195051574,0.0029885994218424084,0.1703003793686573,baden-württemberg+s teils…
+1109,3.8872391619799678,-0.08757994318864319,-0.030572404085869767,0.16150062714453872,0.004221847951681904,0.172650277392162,+1109
teils… +1109,3.8872391619799678,-0.08757994318864319,-0.030572404085869767,0.16150062714453872,0.004221847951681904,0.172650277392162,teils… +1109
+1109 char+s,3.863630738376269,-0.0872275096810987,-0.03301918449614232,0.16315645183764635,0.005032224527659029,0.17426967829827233,+1109 char+s
wetter stuttgart,6.658337533911424,-0.05588641067232716,0.006099797380819728,0.077615466698778,-0.003587836842761355,0.09136333859803693,wetter stuttgart
isw wer,5.711587401025844,-0.04988743640554253,-0.03899780388097703,0.11115044593042625,0.011623149387623124,0.12439296747582997,isw wer
dwd kopier+e,11.584065797871999,-0.0708595642858988,0.12356868832745599,-0.027232725680975133,-0.047730136421547914,-0.012288790862020418,dwd kopier+e
hin+zu+füg+en all+er+seele+n,5.4862752165507045,-0.050584091374453515,-0.04566168822640223,0.11836808373952566,0.013597455198153068,0.1314523590693877,hin+zu+füg+en all+er+seele+n
all+er+seele+n bring+t,3.858392996712714,-0.09052068221204213,-0.0250584458132456,0.16092156667108257,0.0021110827028466184,0.17200510499309757,all+er+seele+n bring+t
passendes,3.8318553650520557,-0.08993606837830806,-0.028286659943995318,0.16294733409227033,0.0032026145608932055,0.17399027989537902,passendes
bring+t pass+end+es,3.8318553650520557,-0.08993606837830806,-0.028286659943995318,0.16294733409227033,0.0032026145608932055,0.17399027989537902,bring+t pass+end+es
Trauerwetter,3.796382630308587,-0.0892943186559739,-0.032298517440238456,0.16557082533016365,0.004541985751330665,0.17655764417016015,Trauerwetter
pass+end+es trauer+wetter,3.796382630308587,-0.0892943186559739,-0.032298517440238456,0.16557082533016365,0.004541985751330665,0.17655764417016015,pass+end+es trauer+wetter
trauer+wetter grau+e,3.750835350814152,-0.08868382532979482,-0.03698754134080117,0.1688155185941706,0.006080776312847891,0.1797271812552189,trauer+wetter grau+e
grau+e wolke+n,12.554449590127959,-0.008291550439870345,-0.016671236519331292,0.027598088421333846,0.008088424967188094,0.029031918269693473,grau+e wolke+n
ändert,3.614685571076553,-0.08805957447273105,-0.04843860506064029,0.1778825787319038,0.009687945835566251,0.18854915606117809,ändert
woche+n+beginn änder+t,3.614685571076553,-0.08805957447273105,-0.04843860506064029,0.1778825787319038,0.009687945835566251,0.18854915606117809,woche+n+beginn änder+t
Spazierg…,3.5249074820890463,-0.08845129974828976,-0.0543222559206995,0.18350438301079486,0.0114279804694288,0.19399252260732877,Spazierg…
all+er+seele+n spazierg…,3.5249074820890463,-0.08845129974828976,-0.0543222559206995,0.18350438301079486,0.0114279804694288,0.19399252260732877,all+er+seele+n spazierg…
+1235,3.504601922410864,-0.08861460472712056,-0.05550399230931653,0.18474941322060737,0.011764780018756046,0.19519530245130653,+1235
spazierg… +1235,3.504601922410864,-0.08861460472712056,-0.05550399230931653,0.18474941322060737,0.011764780018756046,0.19519530245130653,spazierg… +1235
+1235 char+s,3.4939153906206486,-0.08871083539672653,-0.056105900972705576,0.18540150192383406,0.011934412676090645,0.19582487054749587,+1235 char+s
herbst bring+t,6.183429447701661,-0.03431963718558853,-0.06392498346574066,0.10881350469769092,0.021186651145158296,0.12239253182915547,herbst bring+t
bring+t sonne,9.349376200661625,-0.006718943973854089,-0.061659220664063825,0.060438439029509315,0.023911633505720568,0.07513110090843475,bring+t sonne
sonne mild+e,4.754781224604076,-0.2221837325072599,0.01656470561200963,0.6357714678742615,-0.13561448515696728,0.023503849661421217,sonne mild+e
temperatur+en komm+end+en,4.226435417106787,-0.06506151424476211,-0.06792168133583255,0.1604679164688419,0.018513420104257695,0.17224875955925284,temperatur+en komm+end+en
tag+en stell+t,6.292642923757673,-0.03480960465778058,-0.05902534221827799,0.10517789747908657,0.01964731481150713,0.11881299763564672,tag+en stell+t
stell+t österreich,6.525006988484463,-0.032953478772046955,-0.056728753145930386,0.10005624475700152,0.019181599382365133,0.11381251895850597,stell+t österreich
österreich typisch+es,6.724573468723678,-0.03152697189619697,-0.054613945752634376,0.09577607467043403,0.018715294918957053,0.10962818820412358,österreich typisch+es
Hochdruckeinfluss,14.622949675491185,0.013309858354399266,-0.04722398846053445,0.010571767227766437,0.021950169364411645,0.02590229616242642,Hochdruckeinfluss
